Waterbody_ID,SI_ID,Effort,Fish_Number,Trophic_Category,Taxonomic_ID_Code,Taxonomic_ID_Text,FLEN,TLEN,RWT,d13C,d13C_corr,d15N,CN_Ratio,Source_Project_for_Data,Source_Organization_or_Individual,Date.of.Primary,Area,Depmax,Depmn,Secchi_Spr,TDS,DD5_8110,MAT_8110,pLittoral,Max_surface_Temp,Thermo_Obs,Thermo_Pred,Hypo_Space_Vol_obs,Hypo_Space_Vol_pred,TP,pH,Conductivity,SppRichness,pArea_epi,TOHA,DistancetoRoad..km.,Strahler,Shreve,MeanElev,Number.AIS.spp,AIS.Name,DIC,DOC,Precip,Julian_Day,mean_d13C_zp,std_d13C_zp,mean_d13C_zp_corr,std_d13C_zp_corr,mean_d15N_zp,std_d15N_zp,mean_d13C_mu,std_d13C_mu,mean_d13C_mu_corr,std_d13C_mu_corr,mean_d15N_mu,std_d15N_mu,mean_d13C_sn,std_d13C_sn,mean_d13C_sn_corr,std_d13C_sn_corr,mean_d15N_sn,std_d15N_sn,mean_d13C_ma,std_d13C_ma,mean_d13C_ma_corr,std_d13C_ma_corr,mean_d15N_ma,std_d15N_ma,mean_d13C_am,std_d13C_am,mean_d13C_am_corr,std_d13C_am_corr,mean_d15N_am,std_d15N_am,mean_d13C_ca,std_d13C_ca,mean_d13C_ca_corr,std_d13C_ca_corr,mean_d15N_ca,std_d15N_ca,mean_d13C_in,std_d13C_in,mean_d13C_in_corr,std_d13C_in_corr,mean_d15N_in,std_d15N_in
Que-AuxD,LAD081F010,NA,NA,PRED,81,LakeTrout,NA,NA,NA,-26.326414,-26.326414,10.508256,3.480861826,#N/A,OMNRF_and_Tyler_Tunney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.015381,NA,-28.66394874,NA,2.616108,NA,-23.921929,4.878311088,-23.33166941,5.887748212,6.242985667,3.663559521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Que-AuxD,LAD081F001,NA,NA,PRED,81,LakeTrout,NA,NA,NA,-26.089187,-26.089187,10.484189,3.251569272,#N/A,OMNRF_and_Tyler_Tunney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.015381,NA,-28.66394874,NA,2.616108,NA,-23.921929,4.878311088,-23.33166941,5.887748212,6.242985667,3.663559521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Que-AuxD,LAD081F017,NA,NA,PRED,81,LakeTrout,NA,NA,NA,-26.290969,-26.290969,10.636294,3.468216463,#N/A,OMNRF_and_Tyler_Tunney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.015381,NA,-28.66394874,NA,2.616108,NA,-23.921929,4.878311088,-23.33166941,5.887748212,6.242985667,3.663559521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Que-AuxD,LAD081F005,NA,NA,PRED,81,LakeTrout,NA,NA,NA,-26.051251,-26.051251,10.887557,3.250721138,#N/A,OMNRF_and_Tyler_Tunney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.015381,NA,-28.66394874,NA,2.616108,NA,-23.921929,4.878311088,-23.33166941,5.887748212,6.242985667,3.663559521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Que-AuxD,LAD081F014,NA,NA,PRED,81,LakeTrout,NA,NA,NA,-26.105457,-26.105457,10.217523,3.321874056,#N/A,OMNRF_and_Tyler_Tunney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.015381,NA,-28.66394874,NA,2.616108,NA,-23.921929,4.878311088,-23.33166941,5.887748212,6.242985667,3.663559521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Que-AuxD,LAD081F003,NA,NA,PRED,81,LakeTrout,NA,NA,NA,-26.059552,-26.059552,10.620891,3.404159728,#N/A,OMNRF_and_Tyler_Tunney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.015381,NA,-28.66394874,NA,2.616108,NA,-23.921929,4.878311088,-23.33166941,5.887748212,6.242985667,3.663559521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Que-AuxD,LAD081F007,NA,NA,PRED,81,LakeTrout,NA,NA,NA,-25.755394,-25.755394,9.865178,3.15470835,#N/A,OMNRF_and_Tyler_Tunney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.015381,NA,-28.66394874,NA,2.616108,NA,-23.921929,4.878311088,-23.33166941,5.887748212,6.242985667,3.663559521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Que-AuxD,LAD081F011,NA,NA,PRED,81,LakeTrout,NA,NA,NA,-25.611092,-25.611092,10.52751,3.295006138,#N/A,OMNRF_and_Tyler_Tunney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.015381,NA,-28.66394874,NA,2.616108,NA,-23.921929,4.878311088,-23.33166941,5.887748212,6.242985667,3.663559521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Que-AuxD,LAD081F019,NA,NA,PRED,81,LakeTrout,NA,NA,NA,-25.403529,-25.403529,11.409336,3.287506726,#N/A,OMNRF_and_Tyler_Tunney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.015381,NA,-28.66394874,NA,2.616108,NA,-23.921929,4.878311088,-23.33166941,5.887748212,6.242985667,3.663559521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Que-AuxD,LAD081F016,NA,NA,PRED,81,LakeTrout,NA,NA,NA,-24.894002,-24.223026,11.896458,4.031288893,#N/A,OMNRF_and_Tyler_Tunney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.015381,NA,-28.66394874,NA,2.616108,NA,-23.921929,4.878311088,-23.33166941,5.887748212,6.242985667,3.663559521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Que-AuxD,LAD334F013,NA,NA,PRED,334,Walleye,NA,NA,NA,-26.828157,-26.828157,7.339075,3.142167817,#N/A,OMNRF_and_Tyler_Tunney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.015381,NA,-28.66394874,NA,2.616108,NA,-23.921929,4.878311088,-23.33166941,5.887748212,6.242985667,3.663559521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Que-AuxD,LAD334F012,NA,NA,PRED,334,Walleye,NA,NA,NA,-26.663983,-26.663983,7.385284,3.090743955,#N/A,OMNRF_and_Tyler_Tunney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.015381,NA,-28.66394874,NA,2.616108,NA,-23.921929,4.878311088,-23.33166941,5.887748212,6.242985667,3.663559521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Que-AuxD,LAD334F028,NA,NA,PRED,334,Walleye,NA,NA,NA,-25.33256,-25.33256,8.348938,3.107293056,#N/A,OMNRF_and_Tyler_Tunney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.015381,NA,-28.66394874,NA,2.616108,NA,-23.921929,4.878311088,-23.33166941,5.887748212,6.242985667,3.663559521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18-2779-50548,AY111TB,NA,NA,LFF,331,YellowPerch,NA,NA,NA,-25.392864,-25.392864,7.407472,3.055487449,BSM_Project,OMNRF_and_Tyler_Tunney,21-Jul-08,2105,67.1,22.5,6.1,29.1708,1772,4.9,0.123,21.895,8,12.808534,0.6934,0.5353,3.5,6.93,43.8,13,0.342866675,1440.185531,1.17,5,292,336,0,,2.6,3.3,920,202,-30.604993,NA,-27.62119865,NA,1.317341,NA,-27.03932133,0.284280806,-26.25133713,0.175731805,1.031517,0.320813891,-9.136684667,1.701487103,-5.174191946,3.762394238,0.803580667,0.344335083,-22.879434,0.823626665,-22.08950895,0.670389433,2.2650235,0.006371739,NA,NA,NA,NA,NA,NA,-26.2140665,1.350450208,-23.76510921,1.467643959,-0.3727395,0.151520962,-24.54675025,2.130872322,-22.92730908,1.343011172,0.946142,1.52542812
18-2779-50548,AY109TB,NA,NA,LFF,331,YellowPerch,NA,NA,NA,-23.485832,-23.485832,6.620227,3.200236432,BSM_Project,OMNRF_and_Tyler_Tunney,21-Jul-08,2105,67.1,22.5,6.1,29.1708,1772,4.9,0.123,21.895,8,12.808534,0.6934,0.5353,3.5,6.93,43.8,13,0.342866675,1440.185531,1.17,5,292,336,0,,2.6,3.3,920,202,-30.604993,NA,-27.62119865,NA,1.317341,NA,-27.03932133,0.284280806,-26.25133713,0.175731805,1.031517,0.320813891,-9.136684667,1.701487103,-5.174191946,3.762394238,0.803580667,0.344335083,-22.879434,0.823626665,-22.08950895,0.670389433,2.2650235,0.006371739,NA,NA,NA,NA,NA,NA,-26.2140665,1.350450208,-23.76510921,1.467643959,-0.3727395,0.151520962,-24.54675025,2.130872322,-22.92730908,1.343011172,0.946142,1.52542812
18-2779-50548,AY107TB,NA,NA,LFF,331,YellowPerch,NA,NA,NA,-22.821637,-22.821637,6.146544,3.064848231,BSM_Project,OMNRF_and_Tyler_Tunney,21-Jul-08,2105,67.1,22.5,6.1,29.1708,1772,4.9,0.123,21.895,8,12.808534,0.6934,0.5353,3.5,6.93,43.8,13,0.342866675,1440.185531,1.17,5,292,336,0,,2.6,3.3,920,202,-30.604993,NA,-27.62119865,NA,1.317341,NA,-27.03932133,0.284280806,-26.25133713,0.175731805,1.031517,0.320813891,-9.136684667,1.701487103,-5.174191946,3.762394238,0.803580667,0.344335083,-22.879434,0.823626665,-22.08950895,0.670389433,2.2650235,0.006371739,NA,NA,NA,NA,NA,NA,-26.2140665,1.350450208,-23.76510921,1.467643959,-0.3727395,0.151520962,-24.54675025,2.130872322,-22.92730908,1.343011172,0.946142,1.52542812
18-2779-50548,AY110TB,NA,NA,LFF,331,YellowPerch,NA,NA,NA,-22.345574,-22.345574,6.813638,3.118222055,BSM_Project,OMNRF_and_Tyler_Tunney,21-Jul-08,2105,67.1,22.5,6.1,29.1708,1772,4.9,0.123,21.895,8,12.808534,0.6934,0.5353,3.5,6.93,43.8,13,0.342866675,1440.185531,1.17,5,292,336,0,,2.6,3.3,920,202,-30.604993,NA,-27.62119865,NA,1.317341,NA,-27.03932133,0.284280806,-26.25133713,0.175731805,1.031517,0.320813891,-9.136684667,1.701487103,-5.174191946,3.762394238,0.803580667,0.344335083,-22.879434,0.823626665,-22.08950895,0.670389433,2.2650235,0.006371739,NA,NA,NA,NA,NA,NA,-26.2140665,1.350450208,-23.76510921,1.467643959,-0.3727395,0.151520962,-24.54675025,2.130872322,-22.92730908,1.343011172,0.946142,1.52542812
18-2779-50548,AY106TB,NA,NA,LFF,331,YellowPerch,NA,NA,NA,-29.322392,-29.06564649,3.712266,3.612874254,BSM_Project,OMNRF_and_Tyler_Tunney,21-Jul-08,2105,67.1,22.5,6.1,29.1708,1772,4.9,0.123,21.895,8,12.808534,0.6934,0.5353,3.5,6.93,43.8,13,0.342866675,1440.185531,1.17,5,292,336,0,,2.6,3.3,920,202,-30.604993,NA,-27.62119865,NA,1.317341,NA,-27.03932133,0.284280806,-26.25133713,0.175731805,1.031517,0.320813891,-9.136684667,1.701487103,-5.174191946,3.762394238,0.803580667,0.344335083,-22.879434,0.823626665,-22.08950895,0.670389433,2.2650235,0.006371739,NA,NA,NA,NA,NA,NA,-26.2140665,1.350450208,-23.76510921,1.467643959,-0.3727395,0.151520962,-24.54675025,2.130872322,-22.92730908,1.343011172,0.946142,1.52542812
18-2779-50548,AY108TB,NA,NA,LFF,331,YellowPerch,NA,NA,NA,-24.180138,-23.91502911,6.421703,3.621322107,BSM_Project,OMNRF_and_Tyler_Tunney,21-Jul-08,2105,67.1,22.5,6.1,29.1708,1772,4.9,0.123,21.895,8,12.808534,0.6934,0.5353,3.5,6.93,43.8,13,0.342866675,1440.185531,1.17,5,292,336,0,,2.6,3.3,920,202,-30.604993,NA,-27.62119865,NA,1.317341,NA,-27.03932133,0.284280806,-26.25133713,0.175731805,1.031517,0.320813891,-9.136684667,1.701487103,-5.174191946,3.762394238,0.803580667,0.344335083,-22.879434,0.823626665,-22.08950895,0.670389433,2.2650235,0.006371739,NA,NA,NA,NA,NA,NA,-26.2140665,1.350450208,-23.76510921,1.467643959,-0.3727395,0.151520962,-24.54675025,2.130872322,-22.92730908,1.343011172,0.946142,1.52542812
18-2779-50548,AY102TB,NA,NA,LITTORAL,caddisfly,caddisfly,NA,NA,NA,-27.168979,-24.80289021,-0.265598,5.743524033,BSM_Project,OMNRF_and_Tyler_Tunney,21-Jul-08,2105,67.1,22.5,6.1,29.1708,1772,4.9,0.123,21.895,8,12.808534,0.6934,0.5353,3.5,6.93,43.8,13,0.342866675,1440.185531,1.17,5,292,336,0,,2.6,3.3,920,202,-30.604993,NA,-27.62119865,NA,1.317341,NA,-27.03932133,0.284280806,-26.25133713,0.175731805,1.031517,0.320813891,-9.136684667,1.701487103,-5.174191946,3.762394238,0.803580667,0.344335083,-22.879434,0.823626665,-22.08950895,0.670389433,2.2650235,0.006371739,NA,NA,NA,NA,NA,NA,-26.2140665,1.350450208,-23.76510921,1.467643959,-0.3727395,0.151520962,-24.54675025,2.130872322,-22.92730908,1.343011172,0.946142,1.52542812
18-2779-50548,AY101TB,NA,NA,LITTORAL,caddisfly,caddisfly,NA,NA,NA,-25.259154,-22.72732822,-0.479881,5.910935135,BSM_Project,OMNRF_and_Tyler_Tunney,21-Jul-08,2105,67.1,22.5,6.1,29.1708,1772,4.9,0.123,21.895,8,12.808534,0.6934,0.5353,3.5,6.93,43.8,13,0.342866675,1440.185531,1.17,5,292,336,0,,2.6,3.3,920,202,-30.604993,NA,-27.62119865,NA,1.317341,NA,-27.03932133,0.284280806,-26.25133713,0.175731805,1.031517,0.320813891,-9.136684667,1.701487103,-5.174191946,3.762394238,0.803580667,0.344335083,-22.879434,0.823626665,-22.08950895,0.670389433,2.2650235,0.006371739,NA,NA,NA,NA,NA,NA,-26.2140665,1.350450208,-23.76510921,1.467643959,-0.3727395,0.151520962,-24.54675025,2.130872322,-22.92730908,1.343011172,0.946142,1.52542812
18-2779-50548,AY103TB,NA,NA,LITTORAL,dragonfly,dragonfly,NA,NA,NA,-23.565401,-22.84595651,3.132756,4.080246956,BSM_Project,OMNRF_and_Tyler_Tunney,21-Jul-08,2105,67.1,22.5,6.1,29.1708,1772,4.9,0.123,21.895,8,12.808534,0.6934,0.5353,3.5,6.93,43.8,13,0.342866675,1440.185531,1.17,5,292,336,0,,2.6,3.3,920,202,-30.604993,NA,-27.62119865,NA,1.317341,NA,-27.03932133,0.284280806,-26.25133713,0.175731805,1.031517,0.320813891,-9.136684667,1.701487103,-5.174191946,3.762394238,0.803580667,0.344335083,-22.879434,0.823626665,-22.08950895,0.670389433,2.2650235,0.006371739,NA,NA,NA,NA,NA,NA,-26.2140665,1.350450208,-23.76510921,1.467643959,-0.3727395,0.151520962,-24.54675025,2.130872322,-22.92730908,1.343011172,0.946142,1.52542812
18-2779-50548,AY104TB,NA,NA,LITTORAL,mayfly,mayfly,NA,NA,NA,-23.461826,-22.56354586,2.260518,4.260889027,BSM_Project,OMNRF_and_Tyler_Tunney,21-Jul-08,2105,67.1,22.5,6.1,29.1708,1772,4.9,0.123,21.895,8,12.808534,0.6934,0.5353,3.5,6.93,43.8,13,0.342866675,1440.185531,1.17,5,292,336,0,,2.6,3.3,920,202,-30.604993,NA,-27.62119865,NA,1.317341,NA,-27.03932133,0.284280806,-26.25133713,0.175731805,1.031517,0.320813891,-9.136684667,1.701487103,-5.174191946,3.762394238,0.803580667,0.344335083,-22.879434,0.823626665,-22.08950895,0.670389433,2.2650235,0.006371739,NA,NA,NA,NA,NA,NA,-26.2140665,1.350450208,-23.76510921,1.467643959,-0.3727395,0.151520962,-24.54675025,2.130872322,-22.92730908,1.343011172,0.946142,1.52542812
18-2779-50548,AY105TB,NA,NA,LITTORAL,mayfly,mayfly,NA,NA,NA,-22.297042,-21.61547203,2.269529,4.041989864,BSM_Project,OMNRF_and_Tyler_Tunney,21-Jul-08,2105,67.1,22.5,6.1,29.1708,1772,4.9,0.123,21.895,8,12.808534,0.6934,0.5353,3.5,6.93,43.8,13,0.342866675,1440.185531,1.17,5,292,336,0,,2.6,3.3,920,202,-30.604993,NA,-27.62119865,NA,1.317341,NA,-27.03932133,0.284280806,-26.25133713,0.175731805,1.031517,0.320813891,-9.136684667,1.701487103,-5.174191946,3.762394238,0.803580667,0.344335083,-22.879434,0.823626665,-22.08950895,0.670389433,2.2650235,0.006371739,NA,NA,NA,NA,NA,NA,-26.2140665,1.350450208,-23.76510921,1.467643959,-0.3727395,0.151520962,-24.54675025,2.130872322,-22.92730908,1.343011172,0.946142,1.52542812
18-2779-50548,AY131TB,NA,NA,LITTORAL,snail,snail,NA,NA,NA,-7.352635,-0.856337057,0.430791,9.915452468,BSM_Project,OMNRF_and_Tyler_Tunney,21-Jul-08,2105,67.1,22.5,6.1,29.1708,1772,4.9,0.123,21.895,8,12.808534,0.6934,0.5353,3.5,6.93,43.8,13,0.342866675,1440.185531,1.17,5,292,336,0,,2.6,3.3,920,202,-30.604993,NA,-27.62119865,NA,1.317341,NA,-27.03932133,0.284280806,-26.25133713,0.175731805,1.031517,0.320813891,-9.136684667,1.701487103,-5.174191946,3.762394238,0.803580667,0.344335083,-22.879434,0.823626665,-22.08950895,0.670389433,2.2650235,0.006371739,NA,NA,NA,NA,NA,NA,-26.2140665,1.350450208,-23.76510921,1.467643959,-0.3727395,0.151520962,-24.54675025,2.130872322,-22.92730908,1.343011172,0.946142,1.52542812
18-2779-50548,AY132TB,NA,NA,LITTORAL,snail,snail,NA,NA,NA,-10.741404,-7.748700035,0.870236,6.376468652,BSM_Project,OMNRF_and_Tyler_Tunney,21-Jul-08,2105,67.1,22.5,6.1,29.1708,1772,4.9,0.123,21.895,8,12.808534,0.6934,0.5353,3.5,6.93,43.8,13,0.342866675,1440.185531,1.17,5,292,336,0,,2.6,3.3,920,202,-30.604993,NA,-27.62119865,NA,1.317341,NA,-27.03932133,0.284280806,-26.25133713,0.175731805,1.031517,0.320813891,-9.136684667,1.701487103,-5.174191946,3.762394238,0.803580667,0.344335083,-22.879434,0.823626665,-22.08950895,0.670389433,2.2650235,0.006371739,NA,NA,NA,NA,NA,NA,-26.2140665,1.350450208,-23.76510921,1.467643959,-0.3727395,0.151520962,-24.54675025,2.130872322,-22.92730908,1.343011172,0.946142,1.52542812
18-2779-50548,AY133TB,NA,NA,LITTORAL,snail,snail,NA,NA,NA,-9.316015,-6.917538745,1.109715,5.776238641,BSM_Project,OMNRF_and_Tyler_Tunney,21-Jul-08,2105,67.1,22.5,6.1,29.1708,1772,4.9,0.123,21.895,8,12.808534,0.6934,0.5353,3.5,6.93,43.8,13,0.342866675,1440.185531,1.17,5,292,336,0,,2.6,3.3,920,202,-30.604993,NA,-27.62119865,NA,1.317341,NA,-27.03932133,0.284280806,-26.25133713,0.175731805,1.031517,0.320813891,-9.136684667,1.701487103,-5.174191946,3.762394238,0.803580667,0.344335083,-22.879434,0.823626665,-22.08950895,0.670389433,2.2650235,0.006371739,NA,NA,NA,NA,NA,NA,-26.2140665,1.350450208,-23.76510921,1.467643959,-0.3727395,0.151520962,-24.54675025,2.130872322,-22.92730908,1.343011172,0.946142,1.52542812
18-2779-50548,AY113TB,NA,NA,PELAGIC,mussel,mussel,NA,NA,NA,-26.948415,-26.33228161,0.660083,3.97589231,BSM_Project,OMNRF_and_Tyler_Tunney,21-Jul-08,2105,67.1,22.5,6.1,29.1708,1772,4.9,0.123,21.895,8,12.808534,0.6934,0.5353,3.5,6.93,43.8,13,0.342866675,1440.185531,1.17,5,292,336,0,,2.6,3.3,920,202,-30.604993,NA,-27.62119865,NA,1.317341,NA,-27.03932133,0.284280806,-26.25133713,0.175731805,1.031517,0.320813891,-9.136684667,1.701487103,-5.174191946,3.762394238,0.803580667,0.344335083,-22.879434,0.823626665,-22.08950895,0.670389433,2.2650235,0.006371739,NA,NA,NA,NA,NA,NA,-26.2140665,1.350450208,-23.76510921,1.467643959,-0.3727395,0.151520962,-24.54675025,2.130872322,-22.92730908,1.343011172,0.946142,1.52542812
18-2779-50548,AY119TB,NA,NA,PELAGIC,mussel,mussel,NA,NA,NA,-26.688393,-26.0663088,1.282486,3.981903231,BSM_Project,OMNRF_and_Tyler_Tunney,21-Jul-08,2105,67.1,22.5,6.1,29.1708,1772,4.9,0.123,21.895,8,12.808534,0.6934,0.5353,3.5,6.93,43.8,13,0.342866675,1440.185531,1.17,5,292,336,0,,2.6,3.3,920,202,-30.604993,NA,-27.62119865,NA,1.317341,NA,-27.03932133,0.284280806,-26.25133713,0.175731805,1.031517,0.320813891,-9.136684667,1.701487103,-5.174191946,3.762394238,0.803580667,0.344335083,-22.879434,0.823626665,-22.08950895,0.670389433,2.2650235,0.006371739,NA,NA,NA,NA,NA,NA,-26.2140665,1.350450208,-23.76510921,1.467643959,-0.3727395,0.151520962,-24.54675025,2.130872322,-22.92730908,1.343011172,0.946142,1.52542812
18-2779-50548,AY118TB,NA,NA,PELAGIC,mussel,mussel,NA,NA,NA,-26.718739,-26.15322688,1.196576,3.924759721,BSM_Project,OMNRF_and_Tyler_Tunney,21-Jul-08,2105,67.1,22.5,6.1,29.1708,1772,4.9,0.123,21.895,8,12.808534,0.6934,0.5353,3.5,6.93,43.8,13,0.342866675,1440.185531,1.17,5,292,336,0,,2.6,3.3,920,202,-30.604993,NA,-27.62119865,NA,1.317341,NA,-27.03932133,0.284280806,-26.25133713,0.175731805,1.031517,0.320813891,-9.136684667,1.701487103,-5.174191946,3.762394238,0.803580667,0.344335083,-22.879434,0.823626665,-22.08950895,0.670389433,2.2650235,0.006371739,NA,NA,NA,NA,NA,NA,-26.2140665,1.350450208,-23.76510921,1.467643959,-0.3727395,0.151520962,-24.54675025,2.130872322,-22.92730908,1.343011172,0.946142,1.52542812
18-2779-50548,AY120TB,NA,NA,PELAGIC,mussel,mussel,NA,NA,NA,-26.709559,-26.07616998,1.585693,3.993322243,BSM_Project,OMNRF_and_Tyler_Tunney,21-Jul-08,2105,67.1,22.5,6.1,29.1708,1772,4.9,0.123,21.895,8,12.808534,0.6934,0.5353,3.5,6.93,43.8,13,0.342866675,1440.185531,1.17,5,292,336,0,,2.6,3.3,920,202,-30.604993,NA,-27.62119865,NA,1.317341,NA,-27.03932133,0.284280806,-26.25133713,0.175731805,1.031517,0.320813891,-9.136684667,1.701487103,-5.174191946,3.762394238,0.803580667,0.344335083,-22.879434,0.823626665,-22.08950895,0.670389433,2.2650235,0.006371739,NA,NA,NA,NA,NA,NA,-26.2140665,1.350450208,-23.76510921,1.467643959,-0.3727395,0.151520962,-24.54675025,2.130872322,-22.92730908,1.343011172,0.946142,1.52542812
18-2779-50548,AY114TB,NA,NA,PELAGIC,mussel,mussel,NA,NA,NA,-27.309752,-26.50906618,0.817484,4.162308912,BSM_Project,OMNRF_and_Tyler_Tunney,21-Jul-08,2105,67.1,22.5,6.1,29.1708,1772,4.9,0.123,21.895,8,12.808534,0.6934,0.5353,3.5,6.93,43.8,13,0.342866675,1440.185531,1.17,5,292,336,0,,2.6,3.3,920,202,-30.604993,NA,-27.62119865,NA,1.317341,NA,-27.03932133,0.284280806,-26.25133713,0.175731805,1.031517,0.320813891,-9.136684667,1.701487103,-5.174191946,3.762394238,0.803580667,0.344335083,-22.879434,0.823626665,-22.08950895,0.670389433,2.2650235,0.006371739,NA,NA,NA,NA,NA,NA,-26.2140665,1.350450208,-23.76510921,1.467643959,-0.3727395,0.151520962,-24.54675025,2.130872322,-22.92730908,1.343011172,0.946142,1.52542812
18-2779-50548,AY117TB,NA,NA,PELAGIC,mussel,mussel,NA,NA,NA,-27.445458,-26.53470674,1.193693,4.273486122,BSM_Project,OMNRF_and_Tyler_Tunney,21-Jul-08,2105,67.1,22.5,6.1,29.1708,1772,4.9,0.123,21.895,8,12.808534,0.6934,0.5353,3.5,6.93,43.8,13,0.342866675,1440.185531,1.17,5,292,336,0,,2.6,3.3,920,202,-30.604993,NA,-27.62119865,NA,1.317341,NA,-27.03932133,0.284280806,-26.25133713,0.175731805,1.031517,0.320813891,-9.136684667,1.701487103,-5.174191946,3.762394238,0.803580667,0.344335083,-22.879434,0.823626665,-22.08950895,0.670389433,2.2650235,0.006371739,NA,NA,NA,NA,NA,NA,-26.2140665,1.350450208,-23.76510921,1.467643959,-0.3727395,0.151520962,-24.54675025,2.130872322,-22.92730908,1.343011172,0.946142,1.52542812
